SPEAKER	SENTENCE	DOMAINID	DOMAIN	CATEGORY	SPEAKERID	SENTENCEID	MAIN	SUB	QA	QACNCT	MQ	SQ	UA	SA	개체명	용어사전	지식베이스
점원	네 따뜻한 물 준비해드리게습니다	 F	카페	카페	0	16	뜨거운차가운물요구		A					"네, 따뜻한 물 준비해드리게습니다"	"따뜻, 물"		따뜻/온도
고객	유자차 따뜻한 거는 4500원이에요?	 F	카페	카페	1	1	가격문의		Q		유자 따뜻한 거는 4500원이에요?				"유자차, 따뜻, 4500원"		"유자차/메뉴, 따뜻/온도, 4500원/금액"
점원	네 따뜻한 유자차는 4500원입니다	 F	카페	카페	0	2	가격문의		A					"네, 따뜻한 유자차는 4500원입니다"	"따뜻, 유자차, 4500원"		"따뜻/온도, 유자차/메뉴, 4500원/금액"
고객	레몬유자차하고 유자차하고 차이점이 뭐예요?	 F	카페	카페	1	3	메뉴문의		Q		레몬유자차하고 유자차하고 차이점이 뭐예요?				"레몬유자차, 유자차, 차이점"		"레몬유자차/메뉴, 유자차/메뉴"
점원	"레몬유자차는 레몬청과 유자청이 모두 들어가고, 유자차는 유자청만 들어갑니다"	 F	카페	카페	0	4	메뉴문의		A					"레몬유자차는 레몬청과 유자청이 모두 들어가고, 유자차는 유자청만 들어갑니다"	"레몬유자차, 레몬청, 유자청, 유자차, 유자청"		"레몬유자차/메뉴, 레몬청/재료, 유자청/재료, 유자차/메뉴, 유자청/재료"
고객	얼그레이는 뭐예요?	 F	카페	카페	1	5	메뉴문의		Q		얼그레이는 뭐예요?				얼그레이		얼그레이/메뉴
점원	얼그레이는 홍차입니다	 F	카페	카페	0	6	메뉴문의		A					얼그레이는 홍차입니다	"얼그레이, 홍차"		"얼그레이/메뉴, 홍차/메뉴"
고객	생과일 주스는 어떤게 있어요?	 F	카페	카페	1	7	메뉴문의		Q		생과일 주스는 어떤게 있어요?				생과일 주스		생과일 주스/메뉴
점원	생과일 주스는 판매하지 않습니다	 F	카페	카페	0	8	메뉴문의		A					생과일 주스는 판매하지 않습니다	"생과일 주스, 판매"		생과일 주스/메뉴
고객	자몽에이드는 너무 달지는 않죠?	 F	카페	카페	1	9	메뉴문의		Q		자몽에이드는 너무 달지는 않죠?				자몽에이드		자몽에이드/메뉴
점원	"고객님의 입맛에 따라 다르지만, 자몽에이드는 단 맛을 내는 재료가 들어가는 음료입니다"	 F	카페	카페	0	10	메뉴문의		A					"고객님의 입맛에 따라 다르지만, 자몽에이드는 단 맛을 내는 재료가 들어가는 음료입니다"	"고객님, 입맛, 자몽에이드, 단 맛, 재료, 음료"		"고객님/호칭, 자몽에이드/메뉴, 단 맛/맛"
고객	자몽에이드하고 카푸치노 주세요	 F	카페	카페	1	11	일반주문		Q		자몽에이드하고 카푸치노 주세요				"자몽에이드, 카푸치노"		"자몽에이드/메뉴, 카푸치노/메뉴"
점원	카푸치노는 따뜻하게 드릴까요?	 F	카페	카페	0	12	일반주문	음료온도	Q			카푸치노는 따뜻하게 드릴까요?			"카푸치노, 따뜻"		"카푸치노/메뉴, 따뜻/온도"
고객	따뜻하게 주세요	 F	카페	카페	1	13	일반주문	음료온도	A				따뜻하게 주세요		따뜻		따뜻/온도
점원	네 13400원 결제해드리겠습니다	 F	카페	카페	0	14	결제요청		A	11				"네, 13400원 결제해드리겠습니다"	"13400원, 결제"		13400원/금액
고객	적립되는 카드는 없어요?	 F	카페	카페	1	15	쿠폰멤버십적립문의		Q		적립되는 카드는 없어요?				"적립, 카드"		카드/적립수단
점원	"죄송하지만, 적립되는 카드는 없습니다"	 F	카페	카페	0	16	쿠폰멤버십적립문의		A					"죄송하지만, 적립되는 카드는 없습니다"	"적립, 카드"		카드/적립수단
고객	스탬프도 없어요?	 F	카페	카페	1	17	쿠폰멤버십적립문의		Q		스탬프도 없어요?				스탬프		스탬프/적립수단
점원	네 스탬프로 적립할 수 없습니다	 F	카페	카페	0	18	쿠폰멤버십적립문의		A					"네, 스탬프로 적립할 수 없습니다"	"스탬프, 적립"		스탬프/적립수단
고객	주차는 무료로 되는 거예요?	 F	카페	카페	1	19	주차문의		Q		주차는 무료로 되는 거예요?				"주차, 무료"		
점원	차를 어디에 세우셨나요?	 F	카페	카페	0	20	주차문의		Q			차를 어디에 세우셨나요?			차		차/이동수단
고객	앞에 세워놨거든	 F	카페	카페	1	21	주차문의		A				앞에 세워놨거든		앞		앞/방향
점원	영수증을 보여주시면 무료로 주차 가능합니다	 F	카페	카페	0	22	주차문의		A	19				식혜는 2500원 입니다	"영수증, 무료, 주차"		
고객	여기서 먹을건데 왜 테이크아웃잔에 줘요?	 F	카페	카페	1	23	테이크아웃문의		Q		여기서 먹을건데 왜 테이크아웃잔에 줘요?				테이크아웃잔		테이크아웃잔/일회용컵
점원	테이크아웃 매장이기 때문에 모든 음료는 테이크아웃잔에 제공됩니다	 F	카페	카페	0	24	테이크아웃문의		A					테이크아웃 매장이기 때문에 모든 음료는 테이크아웃잔에 제공됩니다	"테이크아웃, 매장, 음료, 테이크아웃잔"		"테이크아웃/포장, 테이크아웃잔/일회용컵"
고객	진저라떼 생강이 들었어요?	 F	카페	카페	1	1	메뉴문의		Q		진저라떼 생강이 들었어요?				"진저라떼, 생강"		"진저라떼/메뉴, 생강/재료"
점원	네 진저라떼에는 생강이 들어갑니다	 F	카페	카페	0	2	메뉴문의		A					"네, 진저라떼에는 생강이 들어갑니다"	"진저러떼, 생강"		"진저라떼/메뉴, 생강/재료"
고객	커피에다가 생강을 넣나요?	 F	카페	카페	1	3	메뉴문의		Q		커피에다가 생강을 넣나요?				"커피, 생강"		"커피/재료, 생강/재료"
점원	"진저라떼는 커피는 들어가지 않고, 생강청으로 제조합니다"	 F	카페	카페	0	4	메뉴문의		A					"진저라떼는 커피는 들어가지 않고, 생강청으로 제조합니다"	"진저라떼, 커피, 생강청, 제조"		"진저라떼/메뉴, 생강/재료"
고객	케이크 같은건 없어요?	 F	카페	카페	1	5	메뉴문의		Q		케이크 같은건 없어요?				케이크		케이크/메뉴
점원	케이크는 아직 준비되지 않았습니다	 F	카페	카페	0	6	메뉴문의		A					케이크는 아직 준비되지 않았습니다	케이크		케이크/메뉴
고객	식혜는 얼마인데요?	 F	카페	카페	1	7	가격문의		Q		식혜는 얼마인데요?				식혜		식혜/메뉴
점원	식혜는 2500원입니다	 F	카페	카페	0	8	가격문의		A					식혜는 2500원입니다	"식혜, 2500원"		"식혜/메뉴, 2500원/금액"
고객	아메리카노는 샷이 몇 개 들어가요?	 F	카페	카페	1	9	메뉴문의		Q		아메리카노는 샷이 몇 개 들어가요?				"아메리카노, 샷, 몇 개"		"아메리카노/메뉴, 샷/메뉴, 몇 개/수량"
점원	아메리카노에는 샷이 두 개 들어갑니다	 F	카페	카페	0	10	메뉴문의		A					아메리카노에는 샷이 두 개 들어갑니다	"아메리카노, 샷, 두 개"		"아메리카노/메뉴, 샷/메뉴, 두 개/수량"
고객	아메리카노 원 샷으로 해주세요	 F	카페	카페	1	11	에스프레소샷개수요구		Q		아메리카노 원 샷으로 해주세요				"아메리카노, 원, 샷"		"아메리카노/메뉴, 원/수량, 샷/메뉴"
점원	네 아메리카노 준비해드리겠습니다	 F	카페	카페	0	12	에스프레소샷개수요구		A					"네, 아메리카노 원 샷으로 준비해드리겠습니다"	아메리카노		아메리카노/메뉴
고객	영수증도 주세요	 F	카페	카페	1	13	영수증요청		Q		영수증도 주세요				영수증		
점원	네 영수증 드리겠습니다	 F	카페	카페	0	14	영수증요청		A					"네, 영수증 드리겠습니다"	영수증		
고객	생긴지 얼마나 됐어요?	 F	카페	카페	1	15	시설문의		Q		생긴지 얼마나 됐어요?						
점원	저희 매장은 1년 넘게 운영하고 있습니다	 F	카페	카페	0	16	시설문의		A					저희 매장은 1년 넘게 운영하고 있습니다	"매장, 1년"		1년/영업기간
고객	음료에 얼음 몇 개 넣어주세요	 F	카페	카페	1	17	얼음요구		Q		음료에 얼음 몇 개 넣어주세요				"음료, 얼음, 몇 개"		"음료/메뉴, 얼음/재료, 몇 개/수량"
점원	네 음료에 얼음 넣어드리겠습니다	 F	카페	카페	0	18	얼음요구		A					"네, 음료에 얼음 넣어드리겠습니다"	"음료, 얼음"		"음료/메뉴, 얼음/재료"
고객	작은 사이즈 테이크아웃 아메리카노 얼마에요?	 F	카페	카페	1	1	가격문의		Q		작은 사이즈 테이크아웃 아메리카노 얼마에요?				"작은 사이즈, 테이크아웃, 아메리카노"		"작은 사이즈/사이즈, 테이크아웃/포장, 아메리카노/메뉴"
점원	아메리카노 작은 사이즈는 1800원입니다	 F	카페	카페	0	2	가격문의		A					아메리카노 작은 사이즈는 1800원입니다	"아메리카노, 작은 사이즈, 1800원"		"아메리카노/메뉴, 작은 사이즈/사이즈, 1800원/금액"
고객	따뜻한 아메리카노 주세요	 F	카페	카페	1	3	일반주문		Q		따뜻한 아메리카노 주세요				"따뜻, 아메리카노"		"따뜻/온도, 아메리카노/메뉴"
점원	네 1800원 결제해드리겠습니다	 F	카페	카페	0	4	결제요청		A					"네, 1800원 결제해드리겠습니다"	1800원		1800원/금액
고객	"작은거는 얼마고, 큰거는 얼마에요?"	 F	카페	카페	1	5	가격문의		Q		"작은거는 얼마고, 큰거는 얼마에요?"				"작은거, 큰거"		"작은거/사이즈, 큰거/사이즈"
점원	"작은 사이즈는 1800원, 큰 사이즈는 2800원입니다"	 F	카페	카페	0	6	가격문의		A					"작은 사이즈는 1800원, 큰 사이즈는 2800원입니다"	"작은 사이즈, 1800원, 큰 사이즈 2800원"		"작은 사이즈/사이즈, 1800원/금액, 큰 사이즈/사이즈, 2800원/금액"
고객	적립 같은건 안 해요?	 F	카페	카페	1	7	쿠폰멤버십적립문의		Q		적립 같은건 안 해요?				적립		
점원	적립 쿠폰이 있습니다	 F	카페	카페	0	8	쿠폰멤버십적립문의		A					적립 쿠폰이 있습니다	적립 쿠폰		적립 쿠폰/적립수단
고객	적립 쿠폰 주세요	 F	카페	카페	1	9	쿠폰멤버십적립문의		Q		적립 쿠폰 주세요				적립 쿠폰		적립 쿠폰/적립수단
점원	네 적립 쿠폰과 방문 쿠폰 드리겠습니다	 F	카페	카페	0	10	쿠폰멤버십적립문의		A					"네, 적립 쿠폰과 방문 쿠폰 드리겠습니다"	"적립 쿠폰, 방문 쿠폰"		"적립 쿠폰/적립수단, 방문 쿠폰/할인수단"
고객	방문 쿠폰은 뭐예요?	 F	카페	카페	1	11	쿠폰멤버십적립문의		Q		방문 쿠폰은 뭐예요?				방문 쿠폰		방문 쿠퐁/할인수단
점원	"방문 쿠폰은 방문할 때마다 스탬프를 찍어드리며, 다 채우시면 100원으로 사용하실 수 있습니다"	 F	카페	카페	0	12	쿠폰멤버십적립문의		A					"방문 쿠폰은 방문할 때마다 스탬프를 찍어드리며, 다 채우시면 100원으로 사용하실 수 있습니다"	"방문 쿠폰, 방문, 스탬프, 100원"		"방문 쿠폰/할인수단, 스탬프/적립수단, 100원/금액"
고객	영수증 좀 주세요	 F	카페	카페	1	13	영수증요청		Q		영수증 좀 주세요				영수증		
점원	네 영수증 드리겠습니다	 F	카페	카페	0	14	영수증요청		A					"네, 영수증 드리겠습니다"	영수증		
고객	여기는 프랜차이즈에요?	 F	카페	카페	1	15	계열사문의		Q		여기는 프랜차이즈에요?				프랜차이즈		
점원	네 저희 매장은 프랜차이즈 매장입니다	 F	카페	카페	0	16	계열사문의		A					"네, 저희 매장은 프랜차이즈 매장입니다"	"매장, 프랜차이즈, 매장"		
고객	몇 시까지 해요?	 F	카페	카페	1	17	영업시간문의		Q		몇 시까지 해요?				몇 시		몇 시/시간
점원	오후 11시까지 영업합니다	 F	카페	카페	0	18	영업시간문의		A					오후 11시까지 영업합니다	"오후 11시, 영업"		오후 11시/시간
고객	아침에는 몇 시에 열어요?	 F	카페	카페	1	19	영업시간문의		Q		아침에는 몇 시에 열어요?				"아침, 몇 시"		"아침/시간, 몇 시/시간"
점원	오전 11시에 오픈합니다	 F	카페	카페	0	20	영업시간문의		A					오전 11시에 오픈합니다	"오전 11시, 오픈"		오전 11시/시간
고객	프랜차이즈에요?	 F	카페	카페	1	1	계열사문의		Q		프랜차이즈에요?				프랜차이즈		
점원	저희 매장은 프랜차이즈가 아닙니다	 F	카페	카페	0	2	계열사문의		A					저희 매장은 프랜차이즈가 아닙니다	"매장, 프랜차이즈"		
고객	메뉴는 누가 만드는 거예요?	 F	카페	카페	1	3	메뉴문의		Q		메뉴는 누가 만드는 거예요?				메뉴		
점원	사장님이 직접 만드십니다	 F	카페	카페	0	4	메뉴문의		A					사장님이 직접 만드십니다	사장님		사장님/호칭
고객	말린 과일은 설탕을 넣은 거예요?	 F	카페	카페	1	5	메뉴문의		Q		말린 과일은 설탕을 넣은 거예요?				"말린 과일, 설탕"		"말린 과일/메뉴, 설탕/재료"
점원	말린 과일은 100퍼센트 과일입니다	 F	카페	카페	0	6	메뉴문의		A					말린 과일은 100퍼센트 과일입니다	"말린 과일, 100퍼센트, 과일"		"말린 과일/메뉴, 100퍼센트/비율, 과일/재료"
고객	말린 과일은 다 2000원씩이에요?	 F	카페	카페	1	7	가격문의		Q		말린 과일은 다 2000원씩이에요?				"말린 과일, 2000원"		"말리 과일/메뉴, 2000원/금액"
점원	네 말린 과일은 2000원입니다	 F	카페	카페	0	8	가격문의		A					"네, 말린 과일은 2000원입니다"	"말린 과일, 2000원"		"말린 과일/메뉴, 2000원/금액"
고객	생긴지 얼마나 됐어요?	 F	카페	카페	1	9	시설문의		Q		생긴지 얼마나 됐어요?						
점원	오픈한지 3개월이 되었습니다	 F	카페	카페	0	10	시설문의		A					오픈한지 3개월이 되었습니다	"오픈, 3개월"		3개월/영업기간
고객	테이크아웃하면 싸게 해주는거 없어요?	 F	카페	카페	1	1	할인문의		Q		테이크아웃하면 싸게 해주는거 없어요?				테이크아웃		테이크아웃/포장
점원	네 테이크아웃 할인은 없습니다	 F	카페	카페	0	2	할인문의		A					"네, 테이크아웃 할인은 없습니다"	"테이크아웃, 할인"		테이크아웃/포장
고객	베니스카푸치노랑 바닐라카푸치노랑 뭐가 달라요?	 F	카페	카페	1	3	메뉴문의		Q		베니스카푸치노랑 바닐라카푸치노랑 뭐가 달라요?				"베니스카푸치노, 바닐라카푸치노"		"베니스카푸치노/메뉴, 바닐라카푸치노/메뉴"
점원	"베니스카푸치노는 카푸치노 위에 생크림이 올라가고, 바닐라카푸치노는 카푸치노에 바닐라 시럽이 들어갑니다"	 F	카페	카페	0	4	메뉴문의		A					"베니스카푸치노는 카푸치노 위에 생크림이 올라가고, 바닐라카푸치노는 카푸치노에 바닐라 시럽이 들어갑니다"	"베니스카푸치노, 카푸치노, 위, 생크림, 바닐라 카푸치노, 카푸치노, 바닐라 시럽"		"베니스카푸치노/메뉴, 카푸치노/메뉴, 위/방향, 생크림/토핑, 바닐라카푸치노/메뉴, 카푸치노/메뉴, 바닐라 시럽/토핑"
고객	일반 카푸치노 따듯하게 하나 해주실래요?	 F	카페	카페	1	5	일반주문		Q		일반 카푸치노 따듯하게 하나 해주실래요?				"카푸치노, 따뜻, 하나"		"카푸치노/메뉴, 따뜻/온도, 하나/수량"
점원	네 카푸치노 준비해드리겠습니다	 F	카페	카페	0	6	일반주문		A					"네, 카푸치노 준비해드리겠습니다"	카푸치노		카푸치노/메뉴
고객	카드해도 돼요?	 F	카페	카페	1	7	결제문의		Q		카드해도 돼요?				카드		카드/결제수단
