SPEAKER,SENTENCE,DOMAINID,DOMAIN,CATEGORY,SPEAKERID,SENTENCEID,MAIN,SUB,QA,QACNCT,MQ,SQ,UA,SA,개체명,용어사전,지식베이스,
고객,가게 이름을 왜 저렇게 지으신 거예요?,A,음식점,홀서빙음식점,1,292,매장명뜻문의,,Q,,가게 이름을 왜 저렇게 지으신 거예요?,,,,,,,
고객,상호명이 특이하네요 무슨 뜻이죠?,A,음식점,홀서빙음식점,1,293,매장명뜻문의,,Q,,상호명이 특이하네요 무슨 뜻이죠?,,,,,,,
고객,어린이 메뉴는 뭐가 있어요?,A,음식점,홀서빙음식점,1,294,어린이메뉴문의,,Q,,어린이 메뉴는 뭐가 있어요?,,,,,,,
고객,어린이 메뉴는 어떻게 나와요?,A,음식점,홀서빙음식점,1,295,어린이메뉴문의,,Q,,어린이 메뉴는 어떻게 나와요?,,,,,,,
고객,어린이 메뉴는 이게 전부인가요?,A,음식점,홀서빙음식점,1,296,어린이메뉴문의,,Q,,어린이 메뉴는 이게 전부인가요?,,,,,,,
고객,어린이가 먹을 수 있는 메뉴가 따로 있을까요?,A,음식점,홀서빙음식점,1,297,어린이메뉴문의,,Q,,어린이가 먹을 수 있는 메뉴가 따로 있을까요?,,,,,,,
고객,이린이 메뉴가 몇 가지나 되나요?,A,음식점,홀서빙음식점,1,298,어린이메뉴문의,,Q,,이린이 메뉴가 몇 가지나 되나요?,,,,,,,
고객,포장비 따로 있나요?,A,음식점,홀서빙음식점,1,299,포장비문의,,Q,,포장비 따로 있나요?,,,,,,,
고객,포장하면 포장비 별도로 있어요?,A,음식점,홀서빙음식점,1,300,포장비문의,,Q,,포장하면 포장비 별도로 있어요?,,,,,,,
고객,포장하면 음식값 말고 포장비 따로예요?,A,음식점,홀서빙음식점,1,301,포장비문의,,Q,,포장하면 음식값 말고 포장비 따로예요?,,,,,,,
고객,포장비 따로 안드려도 되는거죠?,A,음식점,홀서빙음식점,1,302,포장비문의,,Q,,포장비 따로 안드려도 되는거죠?,,,,,,,
고객,할부도 되나요?,A,음식점,홀서빙음식점,1,303,카드할부문의,,Q,,할부도 되나요?,,,,,,,
고객,할부로 가능하죠?,A,음식점,홀서빙음식점,1,304,카드할부문의,,Q,,할부로 가능하죠?,,,,,,,
고객,할부 되죠?,A,음식점,홀서빙음식점,1,305,카드할부문의,,Q,,할부 되죠?,,,,,,,
고객,카드 할부 가능할까요?,A,음식점,홀서빙음식점,1,306,카드할부문의,,Q,,카드 할부 가능할까요?,,,,,,,
고객,카드 할부되는지 좀 봐주세요,A,음식점,홀서빙음식점,1,307,카드할부문의,,Q,,카드 할부되는지 좀 봐주세요,,,,,,,
고객,라면 기계가 뭐예요?,A,음식점,홀서빙음식점,1,308,라면기계문의,,Q,,라면 기계가 뭐예요?,,,,,,,
고객,라면 기계도 있어요?,A,음식점,홀서빙음식점,1,309,라면기계문의,,Q,,라면 기계도 있어요?,,,,,,,
고객,이게 라면 기계예요?,A,음식점,홀서빙음식점,1,310,라면기계문의,,Q,,이게 라면 기계예요?,,,,,,,
고객,라면 기계 사용하시나요?,A,음식점,홀서빙음식점,1,311,라면기계문의,,Q,,라면 기계 사용하시나요?,,,,,,,
고객,여기도 라면 기계 있어요?,A,음식점,홀서빙음식점,1,312,라면기계문의,,Q,,여기도 라면 기계 있어요?,,,,,,,
고객,음료에 얼음 많이 넣어주세요,A,음식점,홀서빙음식점,1,313,얼음요청,,Q,,음료에 얼음 많이 넣어주세요,,,,,,,
고객,냉면에 얼음 많이 넣어주세요,A,음식점,홀서빙음식점,1,314,얼음요청,,Q,,냉면에 얼음 많이 넣어주세요,,,,,,,
고객,물에 얼음 좀 넣어 주실 수 있나요?,A,음식점,홀서빙음식점,1,315,얼음요청,,Q,,물에 얼음 좀 넣어 주실 수 있나요?,,,,,,,
고객,음료수에 얼음 좀 넣어주시겠어요?,A,음식점,홀서빙음식점,1,316,얼음요청,,Q,,음료수에 얼음 좀 넣어주시겠어요?,,,,,,,
고객,얼음 좀 따로 갖다 주세요,A,음식점,홀서빙음식점,1,317,얼음요청,,Q,,얼음 좀 따로 갖다 주세요,,,,,,,
고객,적립금 사용할게요,A,음식점,홀서빙음식점,1,318,적립금사용요청,,Q,,적립금 사용할게요,,,,,,,
고객,적립금 사용해주세요,A,음식점,홀서빙음식점,1,319,적립금사용요청,,Q,,적립금 사용해주세요,,,,,,,
고객,적립금으로 계산할게요,A,음식점,홀서빙음식점,1,320,적립금사용요청,,Q,,적립금으로 계산할게요,,,,,,,
고객,적립금으로 계산해주시겠어요?,A,음식점,홀서빙음식점,1,321,적립금사용요청,,Q,,적립금으로 계산해주시겠어요?,,,,,,,
고객,적립금으로 결제 가능한 지 봐주세요,A,음식점,홀서빙음식점,1,322,적립금사용요청,,Q,,적립금으로 결제 가능한 지 봐주세요,,,,,,,
고객,숟가락에 밥풀이 묻어 있어요,A,음식점,홀서빙음식점,1,323,식기위생지적,,Q,,숟가락에 밥풀이 묻어 있어요,,,,,,,
고객,그릇에 뭐가 묻은 거 같은데요?,A,음식점,홀서빙음식점,1,324,식기위생지적,,Q,,그릇에 뭐가 묻은 거 같은데요?,,,,,,,
고객,컵 세척이 덜 됐나 봐요 좀 더러운 거 같아요,A,음식점,홀서빙음식점,1,325,식기위생지적,,Q,,컵 세척이 덜 됐나 봐요 좀 더러운 거 같아요,,,,,,,
고객,젓가락에 뭔가 묻어 있는데요?,A,음식점,홀서빙음식점,1,326,식기위생지적,,Q,,젓가락에 뭔가 묻어 있는데요?,,,,,,,
고객,이 접시 좀 바꿔주세요. 고춧가루가 묻었어요,A,음식점,홀서빙음식점,1,327,식기위생지적,,Q,,이 접시 좀 바꿔주세요. 고춧가루가 묻었어요,,,,,,,
고객,저쪽으로 자리 옮겨도 될까요?,A,음식점,홀서빙음식점,1,328,자리이동요청,,Q,,저쪽으로 자리 옮겨도 될까요?,,,,,,,
고객,자리 이동해도 되나요?,A,음식점,홀서빙음식점,1,329,자리이동요청,,Q,,자리 이동해도 되나요?,,,,,,,
고객,자리 좀 옮겨도 되나요?,A,음식점,홀서빙음식점,1,330,자리이동요청,,Q,,자리 좀 옮겨도 되나요?,,,,,,,
고객,자리 좀 바꿔주세요,A,음식점,홀서빙음식점,1,331,자리이동요청,,Q,,자리 좀 바꿔주세요,,,,,,,
고객,저 쪽 조용한 곳으로 자리 좀 바꿔주세요,A,음식점,홀서빙음식점,1,332,자리이동요청,,Q,,저 쪽 조용한 곳으로 자리 좀 바꿔주세요,,,,,,,
고객,그거보다 좀 작은 그릇에 담아주시겠어요?,A,음식점,홀서빙음식점,1,333,다른그릇요청,,Q,,그거보다 좀 작은 그릇에 담아주시겠어요?,,,,,,,
고객,그릇이 작은가 자꾸 흘리는데 큰 그릇에 담아주실 수 있나요?,A,음식점,홀서빙음식점,1,334,다른그릇요청,,Q,,그릇이 작은가 자꾸 흘리는데 큰 그릇에 담아주실 수 있나요?,,,,,,,
고객,먹기가 너무 불편한데 좀 넓은 그릇에 담아줄 수 없나요?,A,음식점,홀서빙음식점,1,335,다른그릇요청,,Q,,먹기가 너무 불편한데 좀 넓은 그릇에 담아줄 수 없나요?,,,,,,,
고객,따뜻하게 먹을 수 있게 뚜껑 있는 그릇에 담아주시면 안 될까요?,A,음식점,홀서빙음식점,1,336,다른그릇요청,,Q,,따뜻하게 먹을 수 있게 뚜껑 있는 그릇에 담아주시면 안 될까요?,,,,,,,
고객,그릇이 새는 것 같아요. 딴 그릇으로 바꿔주세요,A,음식점,홀서빙음식점,1,337,다른그릇요청,,Q,,그릇이 새는 것 같아요. 딴 그릇으로 바꿔주세요,,,,,,,
고객,이거 너무 차가운 거 아니에요?,A,음식점,홀서빙음식점,1,338,음식온도에대한컴플레인,,Q,,이거 너무 차가운 거 아니에요?,,,,,,,
고객,음식이 다 식은 거 같아요,A,음식점,홀서빙음식점,1,339,음식온도에대한컴플레인,,Q,,음식이 다 식은 거 같아요,,,,,,,
고객,음식이 너무 뜨거워서 먹을 수가 없어요,A,음식점,홀서빙음식점,1,340,음식온도에대한컴플레인,,Q,,음식이 너무 뜨거워서 먹을 수가 없어요,,,,,,,
고객,냉메밀인데 하나도 시원하지가 않은데요?,A,음식점,홀서빙음식점,1,341,음식온도에대한컴플레인,,Q,,냉메밀인데 하나도 시원하지가 않은데요?,,,,,,,
고객,다 식은 찌개를 내오면 어떡해요? 지금 만든 것 맞아요?,A,음식점,홀서빙음식점,1,342,음식온도에대한컴플레인,,Q,,다 식은 찌개를 내오면 어떡해요? 지금 만든 것 맞아요?,,,,,,,
고객,포장은 얼마 이상 가능한가요?,A,음식점,홀서빙음식점,1,343,포장가능금액문의,,Q,,포장은 얼마 이상 가능한가요?,,,,,,,
고객,포장하려면 얼마 이상 사야 하나요?,A,음식점,홀서빙음식점,1,344,포장가능금액문의,,Q,,포장하려면 얼마 이상 사야 하나요?,,,,,,,
고객,얼마 이상부터 포장이 가능해요?,A,음식점,홀서빙음식점,1,345,포장가능금액문의,,Q,,얼마 이상부터 포장이 가능해요?,,,,,,,
고객,떡볶이 몇인분부터 포장 가능해요?,A,음식점,홀서빙음식점,1,346,포장가능금액문의,,Q,,떡볶이 몇인분부터 포장 가능해요?,,,,,,,
고객,강아지 데려와도 되나요?,A,음식점,홀서빙음식점,1,347,애견출입문의,,Q,,강아지 데려와도 되나요?,,,,,,,
고객,강아지도 출입 가능해요?,A,음식점,홀서빙음식점,1,348,애견출입문의,,Q,,강아지도 출입 가능해요?,,,,,,,
고객,강아지 데려와도 괜찮을까요?,A,음식점,홀서빙음식점,1,349,애견출입문의,,Q,,강아지 데려와도 괜찮을까요?,,,,,,,
고객,고양이 들어와도 괜찮나요?,A,음식점,홀서빙음식점,1,350,애견출입문의,,Q,,고양이 들어와도 괜찮나요?,,,,,,,
고객,여기 강아지 잠깐 데리고 있어도 되요?,A,음식점,홀서빙음식점,1,351,애견출입문의,,Q,,여기 강아지 잠깐 데리고 있어도 되요?,,,,,,,
고객,퀵으로 하세요?,A,음식점,홀서빙음식점,1,352,퀵문의,,Q,,퀵으로 하세요?,,,,,,,
고객,퀵도 하시나요?,A,음식점,홀서빙음식점,1,353,퀵문의,,Q,,퀵도 하시나요?,,,,,,,
고객,퀵으로 하시는 거예요?,A,음식점,홀서빙음식점,1,354,퀵문의,,Q,,퀵으로 하시는 거예요?,,,,,,,
고객,퀵으로 하시나 봐요?,A,음식점,홀서빙음식점,1,355,퀵문의,,Q,,퀵으로 하시나 봐요?,,,,,,,
고객,퀵배달도 쓰시나요?,A,음식점,홀서빙음식점,1,356,퀵문의,,Q,,퀵배달도 쓰시나요?,,,,,,,
고객,계산 선불인가요?,A,음식점,홀서빙음식점,1,357,결제문의,,Q,,계산 선불인가요?,,,,,,,
고객,계산 먼저 해도 될까요?,A,음식점,홀서빙음식점,1,358,결제문의,,Q,,계산 먼저 해도 될까요?,,,,,,,
고객,계산 먼저 해도 되죠?,A,음식점,홀서빙음식점,1,359,결제문의,,Q,,계산 먼저 해도 되죠?,,,,,,,
고객,계산 먼저 해주시겠어요?,A,음식점,홀서빙음식점,1,360,결제문의,,Q,,계산 먼저 해주시겠어요?,,,,,,,
고객,나갈 때 결제하나요 지금 결제 먼저 해요?,A,음식점,홀서빙음식점,1,361,결제문의,,Q,,나갈 때 결제하나요 지금 결제 먼저 해요?,,,,,,,
고객,주차권 주나요?,A,음식점,홀서빙음식점,1,362,주차권요구,,Q,,주차권 주나요?,,,,,,,
고객,주차권 무료죠?,A,음식점,홀서빙음식점,1,363,주차권요구,,Q,,주차권 무료죠?,,,,,,,
고객,차가 2대니까 주차권 2개 주세요,A,음식점,홀서빙음식점,1,364,주차권요구,,Q,,차가 2대니까 주차권 2개 주세요,,,,,,,
고객,반찬이 셀프 코너에 따로 있나요?,A,음식점,홀서빙음식점,1,365,셀프코너문의,,Q,,반찬이 셀프 코너에 따로 있나요?,,,,,,,
고객,셀프 코너에 김치도 있어요?,A,음식점,홀서빙음식점,1,366,셀프코너문의,,Q,,셀프 코너에 김치도 있어요?,,,,,,,
고객,여긴 셀프 코너가 따로 있나요?,A,음식점,홀서빙음식점,1,367,셀프코너문의,,Q,,여긴 셀프 코너가 따로 있나요?,,,,,,,
고객,혼자 먹을 수 있는 게 어떤 것이 있어요?,A,음식점,홀서빙음식점,1,368,1인메뉴문의,,Q,,혼자 먹을 수 있는 게 어떤 것이 있어요?,,,,,,,
고객,찌개 일인분만 시킬 수 있나요?,A,음식점,홀서빙음식점,1,369,1인메뉴문의,,Q,,찌개 일인분만 시킬 수 있나요?,,,,,,,
고객,전골 1인분으로 나오는 건 없어요?,A,음식점,홀서빙음식점,1,370,1인메뉴문의,,Q,,전골 1인분으로 나오는 건 없어요?,,,,,,,
고객,항아리 칼국수 1인분도 팔아요?,A,음식점,홀서빙음식점,1,371,1인메뉴문의,,Q,,항아리 칼국수 1인분도 팔아요?,,,,,,,
고객,1인 메뉴 주문할 만한게 어떤 것들이 있어요?,A,음식점,홀서빙음식점,1,372,1인메뉴문의,,Q,,1인 메뉴 주문할 만한게 어떤 것들이 있어요?,,,,,,,
고객,조림이 짠데 육수를 붓던지 좀 싱겁게 해주세요,A,음식점,홀서빙음식점,1,373,맛조절요청,,Q,,조림이 짠데 육수를 붓던지 좀 싱겁게 해주세요,,,,,,,
고객,국이 싱겁네요 간 좀 맞춰주세요,A,음식점,홀서빙음식점,1,374,맛조절요청,,Q,,국이 싱겁네요 간 좀 맞춰주세요,,,,,,,
고객,샐러드가 너무 달지 않았으면 좋겠어요 가능한가요?,A,음식점,홀서빙음식점,1,375,맛조절요청,,Q,,샐러드가 너무 달지 않았으면 좋겠어요 가능한가요?,,,,,,,
고객,알탕 좀 얼큰하고 맵게 해주세요,A,음식점,홀서빙음식점,1,376,맛조절요청,,Q,,알탕 좀 얼큰하고 맵게 해주세요,,,,,,,
고객,쫄면 좀 덜 맵고 덜 달게 해주세요,A,음식점,홀서빙음식점,1,377,맛조절요청,,Q,,쫄면 좀 덜 맵고 덜 달게 해주세요,,,,,,,
고객,도다리 자연산은 아니지요?,A,음식점,홀서빙음식점,1,378,식재료재배방식문의,,Q,,도다리 자연산은 아니지요?,,,,,,,
고객,이거 자연산 아니고 양식이지요?,A,음식점,홀서빙음식점,1,379,식재료재배방식문의,,Q,,이거 자연산 아니고 양식이지요?,,,,,,,
고객,전복 자연산이에요?,A,음식점,홀서빙음식점,1,380,식재료재배방식문의,,Q,,전복 자연산이에요?,,,,,,,
고객,장어는 다 양식이겠지요? 자연산은 없지요?,A,음식점,홀서빙음식점,1,381,식재료재배방식문의,,Q,,장어는 다 양식이겠지요? 자연산은 없지요?,,,,,,,
고객,이 두릅은 비닐하우스에서 재배했어요?,A,음식점,홀서빙음식점,1,382,식재료재배방식문의,,Q,,이 두릅은 비닐하우스에서 재배했어요?,,,,,,,
고객,회사분들 회식하러 많이 오나봐요?,A,음식점,홀서빙음식점,1,383,주고객문의,,Q,,회사분들 회식하러 많이 오나봐요?,,,,,,,
고객,어린아이가 있어서 그러는데 젊은 가족들이 많은 지?,A,음식점,홀서빙음식점,1,384,주고객문의,,Q,,어린아이가 있어서 그러는데 젊은 가족들이 많은 지?,,,,,,,
고객,여긴 가족들 대상이예요 젊은 애들 대상이예요?  ,A,음식점,홀서빙음식점,1,385,주고객문의,,Q,,여긴 가족들 대상이예요 젊은 애들 대상이예요?  ,,,,,,,
고객,낮에 주부들 모임하러 많이 온다던데 그래요? ,A,음식점,홀서빙음식점,1,386,주고객문의,,Q,,낮에 주부들 모임하러 많이 온다던데 그래요? ,,,,,,,
고객,여긴 주로 어떤 사람들이 많이 찾아요?,A,음식점,홀서빙음식점,1,387,주고객문의,,Q,,여긴 주로 어떤 사람들이 많이 찾아요?,,,,,,,
고객,이 자리 맨날 찾는 그 손님 아는 분이세요?,A,음식점,홀서빙음식점,1,388,손님에대한문의,,Q,,이 자리 맨날 찾는 그 손님 아는 분이세요?,,,,,,,
고객,저 분들 항상 빨리 드시는 분들이죠?,A,음식점,홀서빙음식점,1,389,손님에대한문의,,Q,,저 분들 항상 빨리 드시는 분들이죠?,,,,,,,
고객,요샌 손님이 별로 없네요?,A,음식점,홀서빙음식점,1,390,손님에대한문의,,Q,,요샌 손님이 별로 없네요?,,,,,,,
고객,학생들 오면 주로 뭐 시켜요?,A,음식점,홀서빙음식점,1,391,선호하는메뉴에대한문의,,Q,,학생들 오면 주로 뭐 시켜요?,,,,,,,
고객,이 동네 어르신들은 여기서 주로 뭐 드세요?,A,음식점,홀서빙음식점,1,392,선호하는메뉴에대한문의,,Q,,이 동네 어르신들은 여기서 주로 뭐 드세요?,,,,,,,
고객,직장인들 퇴근하고 오면 이 중에 뭐 많이 찾아요?,A,음식점,홀서빙음식점,1,393,선호하는메뉴에대한문의,,Q,,직장인들 퇴근하고 오면 이 중에 뭐 많이 찾아요?,,,,,,,
고객,여기가 유명한 안경점 자린데 왜 고깃집을 차렸죠?,A,음식점,홀서빙음식점,1,394,창업의도문의,,Q,,여기가 유명한 안경점 자린데 왜 고깃집을 차렸죠?,,,,,,,
고객,만두집 내신 계기가 있으셨어요?,A,음식점,홀서빙음식점,1,395,창업의도문의,,Q,,만두집 내신 계기가 있으셨어요?,,,,,,,
고객,겨울에 냉면집 문을 연 이유가 있으세요?,A,음식점,홀서빙음식점,1,396,창업의도문의,,Q,,겨울에 냉면집 문을 연 이유가 있으세요?,,,,,,,
고객,길건너 초등학교를 보고 떡볶이집을 냈나요?,A,음식점,홀서빙음식점,1,397,창업의도문의,,Q,,길건너 초등학교를 보고 떡볶이집을 냈나요?,,,,,,,
